,story_id,para_index,tagged_sent,quote_in_para
30,13661,11,"[(u'A', u'DT'), (u'few', u'JJ'), (u'additional', u'JJ'), (u'millions', u'NNS'), (u'could', u'MD'), (u'be', u'VB'), (u'garnered', u'VBN'), (u'by', u'IN'), (u'the', u'DT'), (u'passage', u'NN'), (u'of', u'IN'), (u'the', u'DT'), (u'California', u'NNP'), (u'State', u'NNP'), (u'Parks', u'NNP'), (u'Stewardship', u'NNP'), (u'Act', u'NNP'), (u'of', u'IN'), (u'2012', u'CD'), (u',', u','), (u'A.B.', u'NNP'), (u'1589', u'CD'), (u'.', u'.')]",0
31,13661,11,"[(u'Introduced', u'VBN'), (u'by', u'IN'), (u'Jared', u'NNP'), (u'Huffman', u'NNP'), (u'-LRB-', u'-LRB-'), (u'D-San', u'NNP'), (u'Rafael', u'NNP'), (u'-RRB-', u'-RRB-'), (u'in', u'IN'), (u'February', u'NNP'), (u',', u','), (u'the', u'DT'), (u'bill', u'NN'), (u'would', u'MD'), (u'allow', u'VB'), (u'residents', u'NNS'), (u'to', u'TO'), (u'buy', u'VB'), (u'an', u'DT'), (u'annual', u'JJ'), (u'state', u'NN'), (u'park', u'NN'), (u'pass', u'NN'), (u'when', u'WRB'), (u'filing', u'VBG'), (u'tax', u'NN'), (u'returns', u'NNS'), (u',', u','), (u'and', u'CC'), (u'introduces', u'VBZ'), (u'a', u'DT'), (u'special', u'JJ'), (u'state', u'NN'), (u'park', u'NN'), (u'license', u'NN'), (u'plate', u'NN'), (u'.', u'.')]",0
32,13661,11,"[(u'It', u'PRP'), (u'also', u'RB'), (u'sets', u'VBZ'), (u'up', u'RP'), (u'a', u'DT'), (u'fund', u'NN'), (u'that', u'WDT'), (u'would', u'MD'), (u'pool', u'VB'), (u'$', u'$'), (u'25', u'CD'), (u'million', u'CD'), (u'in', u'IN'), (u'unused', u'JJ'), (u'bond', u'NN'), (u'money', u'NN'), (u'to', u'TO'), (u'pay', u'VB'), (u'for', u'IN'), (u'the', u'DT'), (u'installation', u'NN'), (u'of', u'IN'), (u'revenue', u'NN'), (u'and', u'CC'), (u'fee', u'NN'), (u'collection', u'NN'), (u'equipment', u'NN'), (u'and', u'CC'), (u'technologies', u'NNS'), (u'to', u'TO'), (u'increase', u'VB'), (u'park', u'NN'), (u'visitation', u'NN'), (u'and', u'CC'), (u'revenues', u'NNS'), (u',', u','), (u'among', u'IN'), (u'other', u'JJ'), (u'measures', u'NNS'), (u'.', u'.')]",0
33,13661,11,"[(u'The', u'DT'), (u'bill', u'NN'), (u'passed', u'VBN'), (u'out', u'IN'), (u'of', u'IN'), (u'its', u'PRP$'), (u'first', u'JJ'), (u'committee', u'NN'), (u'unanimously', u'RB'), (u'last', u'JJ'), (u'week', u'NN'), (u'.', u'.')]",0
34,13661,12,"[(u'This', u'DT'), (u'is', u'VBZ'), (u'just', u'RB'), (u'a', u'DT'), (u'small', u'JJ'), (u'sampling', u'NN'), (u'of', u'IN'), (u'the', u'DT'), (u'promising', u'JJ'), (u'ideas', u'NNS'), (u'that', u'WDT'), (u'have', u'VBP'), (u'emerged', u'VBN'), (u'in', u'IN'), (u'the', u'DT'), (u'past', u'JJ'), (u'few', u'JJ'), (u'months', u'NNS'), (u'.', u'.')]",0
35,13661,12,"[(u'They', u'PRP'), (u'are', u'VBP'), (u'not', u'RB'), (u'enough', u'RB'), (u'to', u'TO'), (u'counter', u'VB'), (u'the', u'DT'), (u'problems', u'NNS'), (u'that', u'WDT'), (u'will', u'MD'), (u'arise', u'VB'), (u'from', u'IN'), (u'the', u'DT'), (u'state', u'NN'), (u""'s"", u'POS'), (u'meat-ax', u'JJ'), (u'approach', u'NN'), (u'to', u'TO'), (u'budget', u'NN'), (u'cutting', u'NN'), (u'.', u'.')]",0
36,13661,12,"[(u'Dozens', u'NNS'), (u'of', u'IN'), (u'parks', u'NNS'), (u'are', u'VBP'), (u'expected', u'VBN'), (u'to', u'TO'), (u'close', u'VB'), (u'on', u'IN'), (u'July', u'NNP'), (u'1', u'CD'), (u',', u','), (u'and', u'CC'), (u'they', u'PRP'), (u'will', u'MD'), (u'be', u'VB'), (u'damaged', u'VBN'), (u'--', u':'), (u'perhaps', u'RB'), (u'permanently', u'RB'), (u'.', u'.')]",0
37,13661,12,"[(u'The', u'DT'), (u'jury', u'NN'), (u'is', u'VBZ'), (u'still', u'RB'), (u'out', u'RP'), (u'on', u'IN'), (u'whether', u'IN'), (u'closures', u'NNS'), (u'will', u'MD'), (u'actually', u'RB'), (u'save', u'VB'), (u'money', u'NN'), (u'.', u'.')]",0
38,13661,13,"[(u'But', u'CC'), (u'the', u'DT'), (u'shock', u'NN'), (u'of', u'IN'), (u'closures', u'NNS'), (u'has', u'VBZ'), (u'also', u'RB'), (u'had', u'VBD'), (u'its', u'PRP$'), (u'benefits', u'NNS'), (u',', u','), (u'moving', u'VBG'), (u'California', u'NNP'), (u'toward', u'IN'), (u'more', u'RBR'), (u'government', u'NN'), (u'cooperation', u'NN'), (u',', u','), (u'energized', u'VBN'), (u'nonprofit', u'JJ'), (u'leadership', u'NN'), (u',', u','), (u'and', u'CC'), (u'generous', u'JJ'), (u'private', u'JJ'), (u'contributions', u'NNS'), (u'of', u'IN'), (u'time', u'NN'), (u'and', u'CC'), (u'money', u'NN'), (u'.', u'.')]",0
39,13661,13,"[(u'The', u'DT'), (u'parks', u'NNS'), (u'idea', u'NN'), (u'of', u'IN'), (u'the', u'DT'), (u'early', u'JJ'), (u'20th', u'JJ'), (u'century', u'NN'), (u'is', u'VBZ'), (u'being', u'VBG'), (u'updated', u'VBN'), (u'for', u'IN'), (u'the', u'DT'), (u'21st', u'JJ'), (u'century', u'NN'), (u'with', u'IN'), (u'broad', u'JJ'), (u',', u','), (u'sometimes', u'RB'), (u'angry', u'JJ'), (u',', u','), (u'but', u'CC'), (u'decidedly', u'RB'), (u'engaged', u'VBD'), (u'public', u'JJ'), (u'participation', u'NN'), (u'.', u'.')]",0
40,13661,13,"[(u'People', u'NNS'), (u'are', u'VBP'), (u'joining', u'VBG'), (u'their', u'PRP$'), (u'neighbors', u'NNS'), (u'.', u'.')]",0
41,13661,13,"[(u'They', u'PRP'), (u""'re"", u'VBP'), (u'reconnecting', u'VBG'), (u'with', u'IN'), (u'their', u'PRP$'), (u'parks', u'NNS'), (u'.', u'.')]",0
